x_pos,y_pos,s0,s1,s2,s3,s4,s5,s6,s7
8.449999999999999289e+00,1.044999999999999929e+01,-1.691666666666691299e-02,-1.570833333333284190e-02,-7.975000000000656911e-03,-3.141666666666154129e-03,-3.314285714285603035e-03,-8.285714285722889372e-04,5.287666666666662740e-01,1.772625000000003226e-01
9.050000000000000711e+00,1.044999999999999929e+01,-1.667500000000021743e-02,-1.353333333333287848e-02,-4.930000000000234542e-03,4.833333333333911241e-03,-2.899999999999636376e-03,-9.860000000000113465e-03,6.052300000000002678e-01,2.037249999999997119e-01
9.449999999999999289e+00,1.044999999999999929e+01,-1.450000000000054891e-02,-8.907142857143668380e-03,-5.799999999999424539e-03,3.624999999999545253e-03,-1.864285714285429663e-03,-1.657142857142547814e-03,6.375166666666665094e-01,2.158428571428565590e-01
1.005000000000000071e+01,1.044999999999999929e+01,-1.826999999999969621e-02,-7.042857142857984580e-03,-1.268750000000062883e-02,1.242857142856530197e-03,-5.074999999999718625e-03,-8.941666666667439159e-03,6.987187499999996110e-01,2.396124999999988958e-01
1.044999999999999929e+01,1.044999999999999929e+01,-1.263571428571401943e-02,1.657142857143309141e-03,-1.305000000000003726e-02,4.142857142857130429e-03,-1.450000000000173372e-03,-8.078571428571887716e-03,7.068750000000001421e-01,2.450499999999999901e-01
1.105000000000000071e+01,1.044999999999999929e+01,-1.135833333333409988e-02,1.201428571428537519e-02,-1.450000000000025401e-02,-2.175000000000038014e-03,-3.480000000000415920e-03,-8.078571428571632712e-03,6.773312500000001624e-01,2.365916666666665336e-01
1.144999999999999929e+01,1.044999999999999929e+01,-1.449999999999507239e-03,2.987000000000037542e-02,-1.574285714285597951e-02,-8.907142857142906836e-03,5.558333333333702157e-03,-8.699999999999855418e-03,6.459750000000001879e-01,2.209437500000006604e-01
1.205000000000000071e+01,1.044999999999999929e+01,1.425833333333267026e-02,6.452500000000001290e-02,-1.615714285714301215e-02,-2.416666666666955621e-03,-2.537499999999415223e-03,-4.531249999999875655e-03,5.862142857142857988e-01,2.038285714285714423e-01
1.244999999999999929e+01,1.044999999999999929e+01,2.465000000000006075e-02,9.461249999999998828e-02,-1.522500000000004405e-02,-6.089999999999662524e-03,-7.249999999997905906e-04,-9.908333333332741688e-03,5.145083333333330122e-01,1.856000000000001260e-01
1.305000000000000071e+01,1.044999999999999929e+01,5.751666666666673672e-02,1.509812499999998447e-01,-2.078333333333344871e-02,2.278571428571447063e-03,-2.278571428571447063e-03,-1.063333333333341992e-02,4.401785714285718076e-01,1.600800000000003054e-01
1.344999999999999929e+01,1.044999999999999929e+01,6.863333333333294928e-02,1.997375000000001233e-01,-1.933333333333357371e-02,-3.107142857142974890e-03,-6.007142857142560091e-03,-1.256666666666668951e-02,3.629833333333326029e-01,1.323642857142860729e-01
1.405000000000000071e+01,1.044999999999999929e+01,1.114083333333333314e-01,2.786071428571431641e-01,-1.860833333333289374e-02,5.437500000000206057e-03,2.071428571426281451e-04,-1.218000000000074579e-02,2.748785714285715831e-01,9.860000000000006259e-02
1.444999999999999929e+01,1.044999999999999929e+01,1.344357142857143805e-01,3.225214285714285700e-01,-1.377499999999957404e-02,0.000000000000000000e+00,-4.591666666666919909e-03,-1.391999999999953344e-02,2.125285714285717054e-01,7.733333333333310133e-02
1.505000000000000071e+01,1.044999999999999929e+01,1.660250000000003112e-01,4.185666666666669755e-01,-1.353333333333347176e-02,2.174999999998927791e-03,-4.142857142855100477e-04,-8.700000000000278691e-03,1.346428571428575083e-01,4.722857142857123797e-02
1.544999999999999929e+01,1.044999999999999929e+01,2.000999999999999446e-01,4.996285714285718105e-01,-1.304999999999978400e-02,-4.108333333333824555e-03,-2.416666666669916306e-04,-1.063333333333401319e-02,1.022250000000006764e-01,3.873571428571409569e-02
1.605000000000000071e+01,1.044999999999999929e+01,2.336312499999997350e-01,5.677785714285713548e-01,-1.377500000000016732e-02,-1.691666666666868934e-03,1.449999999999919669e-03,-1.184166666666689773e-02,5.737857142857245157e-02,1.305000000000045013e-02
1.644999999999999929e+01,1.044999999999999929e+01,2.619666666666662924e-01,6.307500000000002549e-01,-1.250624999999994102e-02,-6.214285714286457620e-04,1.035714285713902052e-03,-1.247000000000006957e-02,3.383333333333530396e-02,6.628571428571713477e-03
1.705000000000000071e+01,1.044999999999999929e+01,2.720562499999998884e-01,6.442833333333339851e-01,-7.008333333333578892e-03,8.881784197001252323e-16,-8.699999999997487955e-04,-1.056428571428494681e-02,1.395625000000011440e-02,-1.657142857143055221e-03
1.744999999999999929e+01,1.044999999999999929e+01,2.762250000000006089e-01,6.286785714285711979e-01,-6.379999999999341927e-03,-2.416666666666955621e-04,-3.624999999999767297e-03,-7.871428571429004567e-03,-3.728571428571874572e-03,-1.284285714285740912e-02
1.805000000000000071e+01,1.044999999999999929e+01,2.663857142857141702e-01,6.023299999999995880e-01,-8.078571428570871168e-03,3.479999999998639564e-03,2.537500000000081357e-03,-8.216666666667352473e-03,-6.214285714285442373e-03,-1.682000000000059142e-02
1.844999999999999929e+01,1.044999999999999929e+01,2.748785714285713055e-01,5.785500000000002307e-01,-1.329166666666647956e-02,5.316666666665821779e-03,-1.449999999999462786e-03,-3.107142857141959643e-03,-1.450000000000025401e-02,-1.667499999999955129e-02
1.905000000000000071e+01,1.044999999999999929e+01,2.338124999999999787e-01,4.963142857142862074e-01,-1.392000000000024294e-02,-1.449999999999285194e-03,7.250000000000866862e-04,-3.262500000000390088e-03,-1.768999999999998352e-02,-1.329166666666677619e-02
1.944999999999999929e+01,1.044999999999999929e+01,2.127357142857146111e-01,4.443214285714279232e-01,-1.346428571428504029e-02,-3.866666666666832789e-03,-3.521428571428484883e-03,-5.799999999998917133e-03,-1.715833333333272037e-02,-1.429285714285732922e-02
2.005000000000000071e+01,1.044999999999999929e+01,1.807666666666672695e-01,3.618785714285710498e-01,-1.595000000000084198e-02,3.866666666666734344e-03,-2.658333333332763004e-03,-1.188999999999964564e-02,-1.595000000000013074e-02,-1.576874999999944293e-02
2.044999999999999929e+01,1.044999999999999929e+01,1.660250000000003112e-01,3.160999999999994925e-01,-1.470714285714309379e-02,8.055555555546649966e-04,5.437500000000650147e-04,-8.285714285714260857e-03,-2.078333333333285890e-02,-1.498333333333364513e-02
2.105000000000000071e+01,1.044999999999999929e+01,1.170357142857140625e-01,2.407000000000000528e-01,-1.921250000000007674e-02,5.437499999993988808e-04,-2.278571428571701200e-03,-5.800000000000693490e-03,-1.201428571428562846e-02,-1.280833333333338507e-02
2.144999999999999929e+01,1.044999999999999929e+01,1.079214285714290428e-01,1.853583333333327088e-01,-1.764166666666581659e-02,-1.449999999999507239e-03,-3.107142857142974890e-03,-1.449999999999877385e-03,-1.698571428571454128e-02,-1.180714285714300031e-02
2.205000000000000071e+01,1.044999999999999929e+01,7.424000000000070820e-02,1.298785714285714821e-01,-2.223333333333303227e-02,-1.242857142857545227e-03,-2.899999999999754770e-03,-9.570000000000789681e-03,-1.367142857142893651e-02,-8.216666666666464294e-03
2.244999999999999929e+01,1.044999999999999929e+01,4.702142857142810328e-02,9.594166666666630039e-02,-2.078333333333285890e-02,-3.443750000000411760e-03,2.692857142857464896e-03,3.987499999999144507e-03,-1.478999999999963677e-02,-7.830000000000225668e-03
2.305000000000000071e+01,1.044999999999999929e+01,2.962142857142830571e-02,6.114166666666628197e-02,-1.781428571428530713e-02,4.108333333333824555e-03,2.356250000000059686e-03,2.071428571428565214e-03,-9.666666666666637667e-03,-6.214285714286203917e-03
2.344999999999999929e+01,1.044999999999999929e+01,2.610000000000063311e-02,3.818333333333315954e-02,-1.827000000000040744e-02,4.591666666666327501e-03,5.799999999997140993e-04,1.450000000000173372e-03,-1.450000000000084555e-02,-6.090000000000728511e-03
2.405000000000000071e+01,1.044999999999999929e+01,3.107142857142467483e-03,1.304999999999978400e-02,-2.319999999999972778e-02,-2.356249999999615596e-03,3.383333333333441665e-03,-2.658333333333354979e-03,-5.800000000000471445e-03,-7.975000000000065370e-03
2.444999999999999929e+01,1.044999999999999929e+01,-3.314285714286110442e-03,-4.108333333333824555e-03,-1.595000000000013074e-02,-2.485714285714075208e-03,2.071428571428818918e-03,9.908333333333333229e-03,-6.887499999999935341e-03,-6.283333333332900665e-03
2.505000000000000071e+01,1.044999999999999929e+01,-4.971428571428658690e-03,-4.350000000000224347e-03,-2.290999999999918796e-02,7.250000000000866862e-04,-6.214285714281382470e-04,-2.658333333333354979e-03,1.740000000000207960e-03,-3.443750000000411760e-03
2.544999999999999929e+01,1.044999999999999929e+01,-1.387857142857105812e-02,-1.047222222222268448e-02,-1.362999999999985404e-02,3.479999999998995182e-03,2.485714285714583048e-03,-4.350000000000012711e-03,-4.349999999999505304e-03,-7.457142857142480194e-03
2.605000000000000071e+01,1.044999999999999929e+01,-3.238333333333335423e-02,-2.651428571428609410e-02,-1.643333333333322696e-02,-1.208333333333181823e-03,-8.700000000000278691e-03,-4.142857142856369752e-03,-8.699999999999517147e-03,-6.214285714286457620e-04
2.644999999999999929e+01,1.044999999999999929e+01,-2.199166666666663161e-02,-2.972500000000000142e-02,-1.304999999999942838e-02,-1.657142857143562844e-03,4.971428571428404553e-03,2.071428571428565214e-03,-4.833333333333911241e-04,-6.214285714288994653e-04
2.049999999999999822e+00,1.105000000000000071e+01,8.700000000004592731e-04,-2.071428571428818918e-03,-1.242857142856783901e-03,-7.249999999991985078e-04,0.000000000000000000e+00,-1.681999999999952283e-02,-1.812500000000098407e-02,-2.580999999999988859e-02
2.450000000000000178e+00,1.105000000000000071e+01,-1.864285714286190989e-03,-8.492857142857397276e-03,5.437500000005091039e-04,2.692857142856703353e-03,3.222222222220633885e-04,-1.387857142857105812e-02,-1.691666666666661809e-02,-2.344166666666562190e-02
3.049999999999999822e+00,1.105000000000000071e+01,-6.628571428571713477e-03,-1.189000000000035515e-02,-4.349999999999758574e-03,5.800000000000337871e-03,-5.316666666666709958e-03,-1.993749999999927525e-02,9.114285714286043255e-03,-1.486249999999933458e-02
3.450000000000000178e+00,1.105000000000000071e+01,-6.041666666666500873e-03,-9.942857142857823918e-03,-5.558333333333405520e-03,2.071428571427296698e-03,-2.692857142857211193e-03,-1.474166666666694957e-02,2.464999999999968952e-02,-1.118571428571359279e-02
4.049999999999999822e+00,1.105000000000000071e+01,-8.699999999999772152e-03,-8.156249999999420908e-03,-3.107142857143228593e-03,-4.142857142857130429e-03,3.806250000000011013e-03,-1.739999999999923899e-02,3.939166666666663735e-02,-4.350000000000224347e-03
4.450000000000000178e+00,1.105000000000000071e+01,-9.666666666666342764e-03,-6.524999999999669953e-03,-8.216666666666169391e-03,3.728571428571620435e-03,-2.174999999999963855e-03,-1.740000000000005084e-02,5.862142857142847718e-02,1.864285714286190989e-03
5.049999999999999822e+00,1.105000000000000071e+01,-9.183333333333246543e-03,-8.881249999999951683e-03,-6.283333333333492206e-03,-3.383333333333145895e-03,-4.971428571428404553e-03,-1.135833333333261842e-02,9.922142857142850214e-02,1.512142857142885662e-02
5.450000000000000178e+00,1.105000000000000071e+01,-9.942857142856809105e-03,-1.304999999999942838e-02,-7.249999999994946034e-04,1.450000000000173372e-03,9.666666666667822483e-04,-1.280833333333367997e-02,1.404083333333326633e-01,1.926428571428598704e-02
6.049999999999999822e+00,1.105000000000000071e+01,-1.540624999999984368e-02,-2.133571428571404485e-02,-7.042857142856969767e-03,-2.071428571431356872e-04,-2.900000000000050541e-03,-7.829999999999870050e-03,2.102500000000005753e-01,4.329285714285698722e-02
6.450000000000000178e+00,1.105000000000000071e+01,-7.793749999999821654e-03,-1.491428571428470538e-02,-1.304999999999978400e-02,2.174999999999668084e-03,-1.015000000000002879e-02,-9.787499999999837996e-03,2.560285714285711056e-01,5.026666666666616129e-02
7.049999999999999822e+00,1.105000000000000071e+01,-8.216666666666760932e-03,-1.101999999999954058e-02,-1.139285714285596766e-02,-1.740000000000207960e-03,-1.449999999999951328e-03,-7.974999999999843325e-03,3.576062499999996813e-01,7.436428571428521650e-02
7.450000000000000178e+00,1.105000000000000071e+01,-1.667499999999992252e-02,-1.286875000000020641e-02,-1.111666666666621950e-02,5.219999999999558327e-03,-1.812499999995775823e-04,-7.457142857142987601e-03,4.296833333333331950e-01,8.969285714285669953e-02
8.050000000000000711e+00,1.105000000000000071e+01,-1.623999999999981014e-02,-1.570833333333373008e-02,-8.941666666666847618e-03,8.492857142857397276e-03,-7.457142857142987601e-03,-1.043999999999982789e-02,5.531750000000000833e-01,1.143888888888885541e-01
8.449999999999999289e+00,1.105000000000000071e+01,-1.971999999999951569e-02,-2.050714285714302573e-02,-3.806250000000455103e-03,-5.618750000000227729e-03,6.214285714286457620e-04,-5.219999999999558327e-03,6.269799999999999818e-01,1.273583333333334622e-01
9.050000000000000711e+00,1.105000000000000071e+01,-1.102000000000025182e-02,-1.429285714285682095e-02,-1.159999999999931398e-02,1.450000000000173372e-03,-3.935714285714756420e-03,-3.769999999999740139e-03,7.214785714285711915e-01,1.360928571428566547e-01
9.449999999999999289e+00,1.105000000000000071e+01,-2.174999999999964115e-02,-8.699999999999659395e-03,-1.111666666666621950e-02,-1.035714285714663379e-03,2.071428571428565214e-03,-3.521428571428484883e-03,7.817916666666672176e-01,1.471749999999992509e-01
1.005000000000000071e+01,1.105000000000000071e+01,-2.116999999999968907e-02,-1.691666666666572947e-03,-1.118571428571435433e-02,-1.449999999999919669e-03,-3.625000000000433431e-04,-7.664285714286123152e-03,8.407928571428572306e-01,1.568416666666667680e-01
1.044999999999999929e+01,1.105000000000000071e+01,-2.319999999999972778e-02,5.509999999999948099e-03,-1.836666666666679146e-02,4.142857142847487751e-04,2.071428571429073055e-03,-5.075305255429286760e-16,8.808750000000005187e-01,1.633062500000002082e-01
1.105000000000000071e+01,1.105000000000000071e+01,-1.208333333333329838e-02,1.369444444444391056e-02,-2.009285714285700616e-02,5.074999999999940670e-03,-1.812500000000216716e-04,-1.063333333333401319e-02,8.888500000000000290e-01,1.652999999999996417e-01
1.144999999999999929e+01,1.105000000000000071e+01,-7.733333333333665578e-03,4.557142857142869319e-02,-1.843571428571446139e-02,9.666666666667822483e-04,-6.524999999999596227e-03,-1.141875000000069917e-02,8.081333333333331481e-01,1.539071428571427425e-01
1.205000000000000071e+01,1.105000000000000071e+01,1.450000000000173372e-03,8.554999999999957083e-02,-1.905714285714335890e-02,1.208333333333181823e-03,3.107142857142974890e-03,-8.699999999999975114e-03,7.113285714285707551e-01,1.371285714285713220e-01
1.244999999999999929e+01,1.105000000000000071e+01,2.368333333333350055e-02,1.213857142857140831e-01,-2.402857142857100364e-02,-2.537652627714643380e-16,8.700000000004592731e-04,-1.087500000000011548e-02,6.691749999999995202e-01,1.223800000000007798e-01
1.305000000000000071e+01,1.105000000000000071e+01,2.506428571428515745e-02,1.974071428571426146e-01,-2.195714285714319911e-02,3.806250000000233058e-03,-6.214285714283919503e-04,-1.160000000000062544e-02,5.472714285714282978e-01,9.922142857142825234e-02
1.344999999999999929e+01,1.105000000000000071e+01,4.108333333333321485e-02,2.498833333333324302e-01,-1.885000000000012360e-02,-1.631249999999084821e-03,2.537652627714643380e-16,-1.160000000000011890e-02,4.545750000000001734e-01,8.140714285714294174e-02
1.405000000000000071e+01,1.105000000000000071e+01,6.621666666666747858e-02,3.443750000000000422e-01,-2.407000000000038969e-02,-8.699999999999930012e-03,-3.190000000000026148e-03,-1.201428571428537519e-02,3.331375000000000863e-01,5.742000000000011678e-02
1.444999999999999929e+01,1.105000000000000071e+01,9.192999999999998395e-02,4.262999999999999012e-01,-1.570833333333284190e-02,-5.800000000000249401e-03,-2.174999999999668084e-03,-1.739999999999995023e-02,2.655916666666676140e-01,4.349999999999928230e-02
1.505000000000000071e+01,1.105000000000000071e+01,1.091642857142860745e-01,5.447166666666672930e-01,-2.299285714285709964e-02,9.062499999989981347e-04,-7.249999999999446124e-03,-1.885000000000047748e-02,1.814312500000003769e-01,2.247499999999942946e-02
1.544999999999999929e+01,1.105000000000000071e+01,1.358857142857148037e-01,6.169750000000009393e-01,-1.719285714285742270e-02,4.142857142855100477e-04,-6.343750000000314415e-03,-1.967857142857174987e-02,1.278416666666668533e-01,1.595000000000013074e-02
1.605000000000000071e+01,1.105000000000000071e+01,1.592583333333334183e-01,7.256214285714275292e-01,-1.884999999999997095e-02,-1.691666666666572947e-03,1.242857142857545227e-03,-1.077142857142833650e-02,7.515833333333284128e-02,-8.285714285717814221e-04
1.644999999999999929e+01,1.105000000000000071e+01,1.684899999999998899e-01,7.571416666666660467e-01,-1.353333333333317512e-02,1.035714285713902052e-03,4.142857142860175627e-04,-1.232500000000028885e-02,4.833333333333378334e-02,-7.249999999999978684e-03
1.705000000000000071e+01,1.105000000000000071e+01,1.839083333333331183e-01,8.076500000000008672e-01,-4.971428571428658690e-03,-4.350000000000520117e-03,-4.591666666666327501e-03,-1.139285714285698248e-02,2.299285714285684637e-02,-1.189000000000000126e-02
1.744999999999999929e+01,1.105000000000000071e+01,1.892250000000004206e-01,8.040249999999993236e-01,-1.196249999999987601e-02,1.993749999999572253e-03,-1.691666666666572947e-03,-8.492857142857144007e-03,5.799999999999139177e-03,-1.522499999999974742e-02
1.805000000000000071e+01,1.105000000000000071e+01,1.853583333333335970e-01,7.815499999999998559e-01,-1.574285714285699606e-02,-3.107142857143736000e-03,8.492857142857144007e-03,-1.498333333333334849e-02,-8.078571428570871168e-03,-1.594999999999990870e-02
1.844999999999999929e+01,1.105000000000000071e+01,1.846333333333328997e-01,7.738857142857147320e-01,-1.118571428571460760e-02,6.524999999999891998e-03,6.835714285713580078e-03,-6.766666666666587560e-03,-9.425000000000830283e-03,-1.822857142857132323e-02
1.905000000000000071e+01,1.105000000000000071e+01,1.660249999999998671e-01,6.379999999999990123e-01,-1.014999999999973389e-02,-7.105427357601002253e-16,3.806250000000011013e-03,-8.285714285714515862e-03,-1.522500000000034069e-02,-1.921249999999963265e-02
1.944999999999999929e+01,1.105000000000000071e+01,1.505928571428568896e-01,5.828999999999998627e-01,-1.246999999999864883e-02,-4.108333333333232147e-03,6.007142857142814228e-03,-1.429285714285732922e-02,-1.884999999999988421e-02,-1.429285714285707595e-02
2.005000000000000071e+01,1.105000000000000071e+01,1.082666666666668859e-01,3.999583333333334711e-01,-1.218000000000074579e-02,-1.864285714285175959e-03,-7.612499999999577938e-03,1.268750000000151701e-03,-1.429285714285682095e-02,-1.558750000000053149e-02
2.044999999999999929e+01,1.105000000000000071e+01,1.104416666666668406e-01,3.965750000000003439e-01,-1.353333333333317512e-02,1.087500000000352074e-03,-1.691666666666276743e-03,-5.799999999999983120e-03,-1.884999999999971768e-02,-1.794375000000014708e-02
2.105000000000000071e+01,1.105000000000000071e+01,7.187857142857138892e-02,2.767083333333332784e-01,-2.005833333333366039e-02,-5.437499999996209255e-04,3.141666666666746103e-03,-9.666666666666934304e-03,-1.776249999999990337e-02,-7.411111111111207649e-03
2.144999999999999929e+01,1.105000000000000071e+01,7.370833333333386139e-02,2.348999999999993593e-01,-1.433888888888863039e-02,1.450000000000173372e-03,2.416666666663994936e-04,-6.628571428571460207e-03,-2.094444444444458139e-02,-1.035714285714257367e-02
2.205000000000000071e+01,1.105000000000000071e+01,4.553000000000011205e-02,1.626071428571427557e-01,-2.485714285714303931e-02,-3.521428571428738587e-03,-1.657142857143055221e-03,3.728571428571620435e-03,-1.884999999999958931e-02,-1.159999999999986389e-02
2.244999999999999929e+01,1.105000000000000071e+01,3.712000000000017369e-02,1.178642857142858519e-01,-1.971999999999951569e-02,1.242857142857545227e-03,-3.383333333333343219e-03,-5.800000000000693490e-03,-9.735714285714434230e-03,-1.097857142857121791e-02
2.305000000000000071e+01,1.105000000000000071e+01,1.884999999999988421e-02,7.995714285714328184e-02,-2.048125000000067253e-02,-3.625000000000137227e-03,-1.657142857143055221e-03,-1.933333333333860484e-03,-9.114285714286043255e-03,-8.337499999999664624e-03
2.344999999999999929e+01,1.105000000000000071e+01,2.900000000000346745e-03,4.246428571428596810e-02,-2.257857142857184335e-02,-1.208333333334365989e-03,-8.700000000001039801e-04,1.631250000000417089e-03,-1.346428571428529355e-02,-6.283333333332900665e-03
2.405000000000000071e+01,1.105000000000000071e+01,-7.457142857142987601e-03,2.416666666666748495e-02,-1.957499999999997090e-02,-5.075305255429286760e-16,-2.416666666666659417e-03,-5.799999999993588062e-04,-1.044000000000053739e-02,-5.075000000000014395e-03
2.444999999999999929e+01,1.105000000000000071e+01,-1.201428571428588173e-02,5.592857142856796394e-03,-2.320000000000010942e-02,-8.907142857143415110e-03,-1.864285714285683366e-03,8.699999999997487955e-04,7.733333333333074038e-03,-7.008333333333283122e-03
2.505000000000000071e+01,1.105000000000000071e+01,-7.457142857142987601e-03,-1.304999999999978400e-02,-1.860833333333348702e-02,-4.833333333336871655e-04,2.029999999999887363e-03,-1.450000000000427076e-03,-1.014999999999979287e-02,-1.450000000000173372e-03
2.544999999999999929e+01,1.105000000000000071e+01,-1.111666666666621950e-02,-1.123750000000001137e-02,-2.175000000000031769e-02,-1.933333333334156688e-03,-9.666666666670783439e-04,-2.175000000000260059e-03,9.666666666664861527e-04,-5.437500000000206057e-03
2.605000000000000071e+01,1.105000000000000071e+01,-3.081250000000057554e-02,-2.692857142857135039e-02,-2.150833333333294559e-02,8.285714285720351254e-04,4.557142857143148262e-03,-1.208333333333181823e-03,-2.485714285713821504e-03,-5.558333333333405520e-03
2.644999999999999929e+01,1.105000000000000071e+01,-2.972500000000000142e-02,-3.024285714285720669e-02,-2.204000000000014975e-02,-1.449999999999285194e-03,0.000000000000000000e+00,-2.658333333333947387e-03,-4.712500000000119371e-03,-6.007142857142560091e-03
2.049999999999999822e+00,1.144999999999999929e+01,-3.383333333333737869e-03,-5.799999999999805311e-03,-6.007142857142814228e-03,9.424999999999942105e-03,-1.035714285713902052e-03,-1.636428571428462722e-02,-2.050714285714327900e-02,-2.392499999999990121e-02
2.450000000000000178e+00,1.144999999999999929e+01,-1.830625000000019043e-02,-1.242857142857037604e-03,-1.864285714285429663e-03,-9.062500000012185808e-04,3.262499999999501910e-03,-1.377500000000016732e-02,-1.691666666666276743e-03,-1.719285714285716943e-02
3.049999999999999822e+00,1.144999999999999929e+01,-3.480000000000060736e-03,9.062499999996642686e-04,2.416666666666955621e-03,3.443750000000633804e-03,2.899999999999902656e-03,-1.263571428571452770e-02,7.733333333332777400e-03,-1.860833333333348702e-02
3.450000000000000178e+00,1.144999999999999929e+01,-3.624999999999989342e-03,-1.111666666666710768e-02,3.624999999999841457e-03,1.015061051085857352e-15,-3.383333333333145895e-03,-1.401666666666626961e-02,2.382142857142888204e-02,-9.424999999999942105e-03
4.049999999999999822e+00,1.144999999999999929e+01,-1.449999999999995737e-02,-3.935714285714502284e-03,-3.625000000000433431e-03,3.866666666666832789e-03,-5.437499999999984013e-03,-1.707777777777765016e-02,4.458749999999978009e-02,-8.907142857143160106e-03
4.450000000000000178e+00,1.144999999999999929e+01,-5.618749999999561595e-03,-8.078571428571126173e-03,-4.168750000000054357e-03,4.557142857142133449e-03,-4.142857142862713745e-04,-1.576875000000010907e-02,6.553999999999966797e-02,-8.699999999999855418e-03
5.049999999999999822e+00,1.144999999999999929e+01,-1.201428571428588173e-02,-3.314285714285603035e-03,-4.108333333332936377e-03,-3.521428571428992290e-03,-8.216666666666464294e-03,-1.111666666666621950e-02,1.072999999999998816e-01,4.833333333333911241e-04
5.450000000000000178e+00,1.144999999999999929e+01,-1.069374999999972431e-02,-8.907142857143415110e-03,-1.864285714285429663e-03,1.242857142857545227e-03,-2.319999999999921951e-03,-6.835714285713834215e-03,1.462428571428566193e-01,1.781428571428530713e-02
6.049999999999999822e+00,1.144999999999999929e+01,-4.639999999999843902e-03,-1.063333333333312501e-02,-1.691666666666572947e-03,-2.692857142857972303e-03,-2.658333333333947387e-03,-7.540000000000190647e-03,2.013083333333331171e-01,1.797999999999930903e-02
6.450000000000000178e+00,1.144999999999999929e+01,-1.015000000000002879e-02,-2.029999999999989105e-02,-2.278571428571193359e-03,-2.416666666666067442e-03,1.449999999999818188e-03,-7.974999999999399236e-03,2.658333333333334214e-01,3.600833333333289948e-02
7.049999999999999822e+00,1.144999999999999929e+01,-1.739999999999979757e-02,-1.512142857142885662e-02,-9.787499999999837996e-03,3.935714285713994877e-03,2.692857142857211193e-03,-8.699999999999855418e-03,3.929500000000000215e-01,5.423000000000009063e-02
7.450000000000000178e+00,1.144999999999999929e+01,-2.368333333333350055e-02,-1.450000000000102249e-02,-9.528571428571552815e-03,2.609999999999601354e-03,1.631250000000417089e-03,-1.014999999999943725e-02,4.785000000000000919e-01,6.331666666666653509e-02
8.050000000000000711e+00,1.144999999999999929e+01,-1.304999999999978400e-02,-1.667500000000140051e-02,-1.105625000000043379e-02,-2.960594732333750610e-16,-6.421428571428832062e-03,-4.350000000000224347e-03,6.169749999999994960e-01,9.010714285714246929e-02
8.449999999999999289e+00,1.144999999999999929e+01,-2.464999999999998789e-02,-1.836666666666738126e-02,-1.039166666666761253e-02,-4.349999999999505304e-03,-3.987500000000032685e-03,-4.142857142857638052e-04,6.858500000000002927e-01,8.782857142857102006e-02
9.050000000000000711e+00,1.144999999999999929e+01,-3.107142857142822581e-02,-1.721875000000028244e-02,-1.377499999999957404e-02,4.142857142855100477e-04,-1.657142857143055221e-03,3.141666666666746103e-03,8.448666666666673208e-01,1.128583333333326166e-01
9.449999999999999289e+00,1.144999999999999929e+01,-2.229374999999955698e-02,-9.942857142857317379e-03,-1.178124999999985434e-02,9.666666666667525845e-03,-4.349999999999505304e-03,-5.437500000000650147e-03,8.963071428571431909e-01,1.182785714285711082e-01
1.005000000000000071e+01,1.144999999999999929e+01,-2.009285714285726290e-02,-4.833333333336871655e-04,-1.341250000000027143e-02,-4.833333333345753440e-04,-5.385714285713660843e-03,3.383333333332849691e-03,9.799928571428567770e-01,1.194800000000004331e-01
1.044999999999999929e+01,1.144999999999999929e+01,-2.078333333333315380e-02,1.933333333332676318e-03,-1.217999999999968067e-02,1.242857142857037604e-03,3.625000000000137227e-03,-4.350000000000265980e-03,9.925250000000005457e-01,1.251142857142854559e-01
1.105000000000000071e+01,1.144999999999999929e+01,-1.643333333333352186e-02,2.591875000000021245e-02,-1.933333333333357371e-02,3.728571428571874572e-03,-4.349999999999758574e-03,-1.242857142857037604e-03,9.930083333333333817e-01,1.186928571428563645e-01
1.144999999999999929e+01,1.144999999999999929e+01,-1.353333333333287848e-02,3.939166666666663735e-02,-1.304999999999978400e-02,-6.706249999999913669e-03,-1.208333333333773798e-03,-2.029999999999887363e-03,8.344749999999999668e-01,1.053062500000003787e-01
1.205000000000000071e+01,1.144999999999999929e+01,-3.770000000001161311e-03,9.528571428571527835e-02,-1.449999999999970410e-02,-4.350000000000164499e-03,-4.591666666666919909e-03,-3.625000000004874323e-04,8.018499999999996186e-01,9.666666666666608176e-02
1.244999999999999929e+01,1.144999999999999929e+01,1.450000000000173372e-03,1.355750000000000011e-01,-2.237142857142896193e-02,-1.993749999999350209e-03,-2.658333333333059208e-03,-2.692857142856703353e-03,7.414333333333343878e-01,8.786999999999985100e-02
1.305000000000000071e+01,1.144999999999999929e+01,1.305000000000054554e-02,1.967166666666667896e-01,-1.703749999999981668e-02,3.383333333332849691e-03,-2.071428571428565214e-03,-3.935714285713487470e-03,5.309071428571429108e-01,7.056666666666681909e-02
1.344999999999999929e+01,1.144999999999999929e+01,2.410624999999977369e-02,2.792700000000000182e-01,-1.909166666666628487e-02,-1.933333333333564497e-03,-6.283333333333196435e-03,-1.391999999999988732e-02,4.994214285714284052e-01,5.717142857142804707e-02
