x_pos,y_pos,s0,s1,s2,s3,s4,s5,s6,s7
1.305000000000000071e+01,2.049999999999999822e+00,7.491666666666674246e-02,-2.138750000000033680e-02,4.833333333333318833e-03,2.658333333333947387e-03,-5.799999999999931946e-03,3.443749999999745626e-03,-1.864285714285683279e-02,2.270285714285714129e-01
1.344999999999999929e+01,2.049999999999999822e+00,8.138125000000018261e-02,-2.262000000000021632e-02,-1.812499999999994671e-03,2.658333333333059208e-03,7.250000000000866862e-04,4.142857142852562902e-04,-2.261999999999950856e-02,1.922699999999995524e-01
1.405000000000000071e+01,2.049999999999999822e+00,1.287599999999990419e-01,-1.667499999999903434e-02,-4.640000000000199520e-03,-2.071428571429073055e-03,-1.691666666667164922e-03,-4.893750000000585132e-03,-2.378000000000071029e-02,1.565999999999995451e-01
1.444999999999999929e+01,2.049999999999999822e+00,1.685624999999995044e-01,-2.402857142857100364e-02,-3.141666666665857924e-03,-2.174999999999668084e-03,1.035714285714663379e-03,2.278571428571447063e-03,-2.374374999999973035e-02,1.309833333333333127e-01
1.505000000000000071e+01,2.049999999999999822e+00,2.082200000000003770e-01,-2.392499999999990121e-02,5.178571428571032698e-03,-1.450000000000395417e-03,-2.609999999999956972e-03,-6.214285714286203917e-03,-2.402857142857151018e-02,8.844999999999915430e-02
1.544999999999999929e+01,2.049999999999999822e+00,2.253714285714288612e-01,-1.595000000000013074e-02,-5.316666666667598136e-03,2.030000000000242548e-03,-3.081249999999702283e-03,1.208333333333181823e-03,-2.054166666666705152e-02,6.897857142857130586e-02
1.605000000000000071e+01,2.049999999999999822e+00,2.557437499999997144e-01,-1.512142857142835008e-02,2.960594732333750610e-16,3.624999999999841457e-03,4.591666666666327501e-03,-2.319999999998856397e-03,-2.005833333333336202e-02,4.078124999999954703e-02
1.644999999999999929e+01,2.049999999999999822e+00,2.716333333333341149e-01,-1.387857142857156466e-02,2.071428571428311511e-03,2.416666666666955621e-04,5.800000000000693923e-04,1.657142857143055221e-03,-1.667499999999962415e-02,3.044999999999979320e-02
1.705000000000000071e+01,2.049999999999999822e+00,3.106625000000002856e-01,-1.864285714285734280e-02,2.071428571429073055e-03,4.557142857143402399e-03,7.249999999998646416e-04,-1.208333333333477810e-03,-1.367142857142919152e-02,1.189000000000000126e-02
1.744999999999999929e+01,2.049999999999999822e+00,3.057428571428579267e-01,-1.884999999999929440e-02,-4.893749999999918998e-03,9.666666666670783439e-04,-1.657142857143055221e-03,-2.900000000000093042e-03,-1.532857142857097822e-02,6.835714285714341622e-03
1.805000000000000071e+01,2.049999999999999822e+00,2.911599999999999744e-01,-1.636428571428614684e-02,7.249999999994946034e-04,2.658333333333059208e-03,-1.449999999999665749e-03,-9.425000000000238742e-03,-1.595000000000038401e-02,-3.141666666666450333e-03
1.844999999999999929e+01,2.049999999999999822e+00,3.082285714285720180e-01,-2.009285714285776944e-02,1.864285714285175959e-03,-1.159999999999783383e-03,-4.833333333333911241e-04,4.168750000000720490e-03,-1.408571428571470108e-02,-3.107142857142974890e-03
1.905000000000000071e+01,2.049999999999999822e+00,2.599642857142853147e-01,-2.133571428571455139e-02,-1.449999999999919669e-03,-4.349999999999631939e-03,-7.250000000003827818e-04,2.071428571428818918e-03,-1.474166666666724447e-02,-1.201428571428537519e-02
1.944999999999999929e+01,2.049999999999999822e+00,2.423916666666669217e-01,-1.159999999999986389e-02,1.242857142857545227e-03,-4.764285714286283814e-03,3.141666666666746103e-03,1.160000000000849154e-03,-9.114285714286043255e-03,-1.594999999999990870e-02
2.005000000000000071e+01,2.049999999999999822e+00,2.085928571428572187e-01,-1.268749999999929656e-02,3.728571428571620435e-03,-3.987500000000254730e-03,9.062499999998863132e-04,5.558333333333702157e-03,-6.214285714285188236e-03,-1.595000000000013074e-02
2.044999999999999929e+01,2.049999999999999822e+00,1.814916666666667455e-01,-1.401666666666656624e-02,-1.450000000000173372e-03,-6.214285714278844353e-04,-3.190000000000381333e-03,2.900000000000346962e-04,-7.249999999999682913e-03,-1.947142857142836192e-02
2.105000000000000071e+01,2.049999999999999822e+00,1.352124999999999577e-01,-1.981666666666607665e-02,-4.511111111111453312e-03,-2.537499999999859313e-03,-1.864285714285429663e-03,-2.071428571429326758e-03,-1.304999999999919245e-02,-1.613125000000015241e-02
2.144999999999999929e+01,2.049999999999999822e+00,1.075416666666664939e-01,-1.450000000000122545e-02,-4.349999999999505304e-03,-4.350000000000164499e-03,1.864285714285683366e-03,-5.437500000005091039e-04,-7.540000000000190647e-03,-1.822857142857157650e-02
2.205000000000000071e+01,2.049999999999999822e+00,6.887499999999995015e-02,-2.193124999999995772e-02,-2.899999999999636376e-03,-2.094444444444299933e-03,1.864285714285429663e-03,-4.349999999999758574e-03,-3.866666666666537019e-03,-1.836666666666619818e-02
2.244999999999999929e+01,2.049999999999999822e+00,7.104999999999961346e-02,-2.120624999999942695e-02,2.416666666666955621e-04,3.866666666665944611e-03,-1.208333333333181823e-03,-1.449999999998841105e-03,-3.935714285714249014e-03,-1.594999999999953746e-02
2.305000000000000071e+01,2.049999999999999822e+00,2.464999999999939462e-02,-2.120624999999920490e-02,2.485714285715090455e-03,1.933333333333268509e-03,1.631249999999972999e-03,1.631249999999528910e-03,-3.443749999999745626e-03,-1.304999999999953073e-02
2.344999999999999929e+01,2.049999999999999822e+00,-1.450000000000173372e-03,-2.174999999999964115e-02,-3.728571428570859325e-03,-9.666666666661901655e-04,-1.242857142857291524e-03,-2.278571428571193359e-03,-4.350000000000265980e-03,-1.387857142857156466e-02
2.405000000000000071e+01,2.049999999999999822e+00,-1.470714285714258551e-02,-2.320000000000077556e-02,-7.664285714285869015e-03,-6.089999999999662524e-03,-2.900000000000050541e-03,-2.692857142857972303e-03,-4.142857142857130429e-03,-3.107142857142467483e-03
2.444999999999999929e+01,2.049999999999999822e+00,-6.214285714285949780e-03,-2.029999999999958574e-02,-3.480000000000060736e-03,1.449999999999877385e-03,-4.142857142860175627e-04,-5.385714285714168249e-03,-5.316666666666709958e-03,-7.008333333333283122e-03
2.505000000000000071e+01,2.049999999999999822e+00,-4.329285714285775050e-02,-2.059000000000033026e-02,1.450000000000173372e-03,2.416666666666659417e-03,2.900000000000346745e-03,-3.625000000009315215e-04,-4.833333333336871655e-04,-1.232499999999991935e-02
2.544999999999999929e+01,2.049999999999999822e+00,-3.977142857142926952e-02,-2.361428571428650716e-02,-7.008333333333875530e-03,3.314285714285349332e-03,1.933333333333564497e-03,2.071428571426281451e-04,8.285714285705125803e-04,-7.068749999999512923e-03
2.605000000000000071e+01,2.049999999999999822e+00,-5.572142857142863698e-02,-1.595000000000038401e-02,5.558333333334293698e-03,3.935714285714249014e-03,2.658333333333059208e-03,-3.935714285714249014e-03,-3.107142857143482297e-03,-8.700000000000025421e-03
2.644999999999999929e+01,2.049999999999999822e+00,-5.606666666666626497e-02,-1.491428571428622847e-02,3.625000000000433431e-03,-4.557142857142640856e-03,3.624999999999249049e-03,5.074999999999422855e-03,9.062499999996642686e-04,-1.250625000000016307e-02
2.049999999999999822e+00,2.450000000000000178e+00,-3.169285714285687006e-02,-3.314285714285349332e-03,-3.728571428570859325e-03,3.625000000000137227e-03,5.385714285714168249e-03,-5.074999999999718625e-03,-1.474166666666665293e-02,-2.102499999999984936e-02
2.450000000000000178e+00,2.450000000000000178e+00,-3.397142857142958910e-02,-5.800000000000337871e-03,8.285714285715276104e-04,-4.142857142860175627e-04,-6.283333333333788843e-03,1.812500000006878054e-04,-2.175000000000031769e-02,-1.698571428571454128e-02
3.049999999999999822e+00,2.450000000000000178e+00,-1.595000000000013074e-02,-1.035714285714409459e-03,-5.437499999999761968e-03,5.800000000004245770e-04,-4.108333333333528785e-03,4.350000000000012711e-03,-1.719285714285691616e-02,-3.769999999999384954e-03
3.450000000000000178e+00,2.450000000000000178e+00,-2.338125000000013110e-02,-3.521428571428738587e-03,-1.657142857142547814e-03,6.214285714276306235e-04,2.071428571428819026e-04,-9.666666666664861527e-04,-1.836666666666679146e-02,-3.141666666666746103e-03
4.049999999999999822e+00,2.450000000000000178e+00,-3.127857142857161377e-02,-4.764285714286030544e-03,-3.141666666666450333e-03,-1.657142857142293894e-03,-2.960594732333750610e-16,1.015061051085857352e-15,-2.247500000000061601e-02,8.458333333332864953e-03
4.450000000000000178e+00,2.450000000000000178e+00,-3.842499999999956367e-02,-8.078571428572140986e-03,6.041666666666205103e-03,2.416666666666659417e-03,2.029999999999887363e-03,1.864285714285429663e-03,-2.690555555555541878e-02,2.609999999999992187e-02
5.049999999999999822e+00,2.450000000000000178e+00,-1.972000000000022693e-02,-2.278571428572208606e-03,-4.142857142855100477e-04,7.829999999999160548e-03,1.450000000000173372e-03,-4.712499999999897327e-03,-2.775714285714287605e-02,4.610999999999983168e-02
5.450000000000000178e+00,2.450000000000000178e+00,-3.687142857142917257e-02,-2.416666666666659417e-03,1.208333333333181823e-03,2.692857142856703353e-03,-2.899999999999839338e-03,-4.971428571428150416e-03,-1.866875000000001172e-02,6.645833333333328596e-02
6.049999999999999822e+00,2.450000000000000178e+00,-2.537500000000036948e-02,-2.899999999999754770e-03,5.075000000000311033e-03,-2.537500000000081357e-03,2.416666666666955621e-04,-2.537652627714643380e-16,-1.836666666666590328e-02,9.947000000000123798e-02
6.450000000000000178e+00,2.450000000000000178e+00,-2.713571428571448507e-02,-3.314285714285349332e-03,-1.449999999999412046e-03,-7.974999999999473829e-03,1.449999999999665749e-03,-4.142857142855100477e-04,-2.029999999999958574e-02,1.222142857142858585e-01
7.049999999999999822e+00,2.450000000000000178e+00,-2.585833333333376061e-02,-8.492857142857903816e-03,8.989999999999298899e-03,7.733333333333074038e-03,-6.283333333332900665e-03,-5.799999999999805311e-03,-1.981666666666696483e-02,1.661700000000006783e-01
7.450000000000000178e+00,2.450000000000000178e+00,-1.276000000000010459e-02,-2.537500000000081357e-03,4.833333333333615471e-03,-1.933333333332676318e-03,-2.175000000000260059e-03,2.658333333332466800e-03,-1.698571428571428801e-02,2.027583333333335958e-01
8.050000000000000711e+00,2.450000000000000178e+00,-3.679374999999995843e-02,5.799999999997140993e-04,-9.666666666661901655e-04,-6.214285714291532771e-04,-9.666666666667822483e-04,-1.933333333332084127e-03,-1.619166666666682630e-02,2.454642857142851076e-01
8.449999999999999289e+00,2.450000000000000178e+00,-3.214166666666695704e-02,-2.658333333333354979e-03,-2.029999999999887363e-03,1.449999999999729283e-03,-1.864285714285429663e-03,-1.812499999999550582e-03,-1.449999999999936583e-02,2.889642857142857291e-01
9.050000000000000711e+00,2.450000000000000178e+00,-1.913999999999944565e-02,-1.063333333333312501e-02,0.000000000000000000e+00,4.349999999999039531e-03,-5.074999999999718625e-03,-4.142857142862713745e-04,-2.133571428571379158e-02,3.331375000000000863e-01
9.449999999999999289e+00,2.450000000000000178e+00,-3.218999999999994088e-02,-1.739999999999971084e-02,-1.657142857142547814e-03,3.987499999999588596e-03,-3.935714285713994877e-03,1.450000000000173372e-03,-1.812500000000016875e-02,3.585125000000000117e-01
1.005000000000000071e+01,2.450000000000000178e+00,-2.464999999999998789e-02,-1.160000000000011890e-02,-4.060000000000130345e-03,-2.900000000000854151e-03,6.887500000000157385e-03,-2.900000000003899350e-04,-1.532857142857097822e-02,3.952285714285714846e-01
1.044999999999999929e+01,2.450000000000000178e+00,-1.553571428571411291e-02,-7.249999999999386276e-03,3.866666666667128993e-03,1.450000000000173372e-03,3.262500000000390088e-03,-8.216666666666464294e-03,-1.967857142857124333e-02,3.953666666666665885e-01
1.105000000000000071e+01,2.450000000000000178e+00,5.075000000000606803e-03,-1.387857142857105812e-02,-2.900000000000854151e-03,-2.175000000000038014e-03,1.864285714285429663e-03,-3.521428571428738587e-03,-1.972000000000022693e-02,3.867874999999993957e-01
1.144999999999999929e+01,2.450000000000000178e+00,1.232500000000036344e-02,-1.594999999999987747e-02,-2.071428571426281451e-04,1.035714285714409459e-03,4.349999999999758574e-03,-4.142857142856369752e-03,-1.449999999999995737e-02,3.755499999999997174e-01
1.205000000000000071e+01,2.450000000000000178e+00,3.915000000000005975e-02,-1.395625000000033644e-02,-2.094444444444102608e-03,-2.029999999999887363e-03,4.349999999999631939e-03,1.087500000000574119e-03,-2.058999999999961902e-02,3.494500000000001494e-01
1.244999999999999929e+01,2.450000000000000178e+00,5.546250000000041425e-02,-1.280833333333279180e-02,-5.075000000000606803e-03,7.249999999998646416e-04,-9.666666666667822483e-04,-8.337499999999886668e-03,-2.634166666666655846e-02,3.196214285714287229e-01
1.305000000000000071e+01,2.450000000000000178e+00,8.941666666666669983e-02,-1.431874999999993570e-02,-1.208333333332885619e-03,3.141666666666746103e-03,-5.799999999997140993e-04,-4.350000000000164499e-03,-2.513333333333367392e-02,2.667999999999996485e-01
1.344999999999999929e+01,2.450000000000000178e+00,1.176916666666656397e-01,-1.623999999999981014e-02,-3.262500000000168043e-03,7.250000000000866862e-04,1.812499999997996269e-04,-5.799999999999424539e-03,-2.175000000000031769e-02,2.361687500000000384e-01
1.405000000000000071e+01,2.450000000000000178e+00,1.570833333333331583e-01,-1.760714285714267899e-02,1.449999999999877385e-03,-1.208333333333773798e-03,-2.899999999999839338e-03,1.933333333333268509e-03,-2.029999999999998472e-02,1.893285714285704580e-01
1.444999999999999929e+01,2.450000000000000178e+00,1.845124999999998572e-01,-1.843571428571446139e-02,5.437500000002870593e-04,-5.385714285713660843e-03,7.457142857143240870e-03,-2.900000000000701929e-03,-2.406999999999897069e-02,1.539416666666670042e-01
1.505000000000000071e+01,2.450000000000000178e+00,2.535083333333331690e-01,-2.146000000000007971e-02,2.174999999999963855e-03,8.285714285712739071e-04,-3.262499999999501910e-03,-1.218000000000039017e-02,-1.933333333333238716e-02,1.138249999999993989e-01
1.544999999999999929e+01,2.450000000000000178e+00,2.777785714285721519e-01,-2.271666666666642340e-02,-8.285714285717814221e-04,-1.864285714286190989e-03,1.035714285714917082e-03,-6.628571428571460207e-03,-1.719285714285716943e-02,8.699999999999974420e-02
1.605000000000000071e+01,2.450000000000000178e+00,3.155562500000008708e-01,-2.126666666666654493e-02,-3.383333333333737869e-03,-3.625000000000211386e-03,2.416666666666659417e-03,-7.491666666666970016e-03,-1.812499999999950262e-02,5.606666666666656335e-02
1.644999999999999929e+01,2.450000000000000178e+00,3.446857142857136513e-01,-1.677857142857191314e-02,-2.071428571427804104e-03,-3.521428571427977477e-03,-2.658333333332763004e-03,-4.142857142857384566e-03,-2.029999999999946778e-02,4.277499999999911928e-02
1.705000000000000071e+01,2.450000000000000178e+00,3.728916666666665658e-01,-1.413749999999991402e-02,-5.618749999999561595e-03,2.900000000000346962e-04,1.268750000000373745e-03,8.285714285717814221e-04,-2.009285714285649962e-02,1.939375000000032045e-02
1.744999999999999929e+01,2.450000000000000178e+00,3.784500000000003417e-01,-1.760714285714217245e-02,-8.699999999997487955e-04,4.833333333327989871e-04,-1.691666666666868934e-03,-4.188888888888599865e-03,-1.507999999999967179e-02,1.498333333333334849e-02
1.805000000000000071e+01,2.450000000000000178e+00,3.788642857142850984e-01,-1.677857142857114986e-02,3.190000000001092136e-03,-1.449999999999919669e-03,-3.987500000000032685e-03,4.142857142860175627e-04,-1.576875000000010907e-02,-7.249999999994946034e-04
1.844999999999999929e+01,2.450000000000000178e+00,3.621375000000004452e-01,-1.885000000000083137e-02,-4.142857142850025326e-04,-4.350000000000164499e-03,2.485714285714836751e-03,-1.065814103640150239e-15,-7.871428571429512841e-03,-2.900000000000642949e-03
1.905000000000000071e+01,2.450000000000000178e+00,3.441333333333339017e-01,-1.677857142857165987e-02,-5.799999999999931946e-03,2.175000000000260059e-03,-2.900000000000346745e-03,-5.558333333333405520e-03,-9.859999999999402229e-03,-8.078571428571126173e-03
1.944999999999999929e+01,2.450000000000000178e+00,3.107142857142853321e-01,-1.860833333333348702e-02,-2.278571428571193359e-03,1.208333333333181823e-03,5.316666666667598136e-03,-9.666666666670783439e-04,-7.042857142857477173e-03,-1.305000000000003726e-02
2.005000000000000071e+01,2.450000000000000178e+00,2.453400000000001968e-01,-1.367142857142868324e-02,2.485714285714836751e-03,-1.242857142856530197e-03,4.971428571428150416e-03,-7.249999999997905906e-04,-1.993750000000016342e-03,-7.249999999999386276e-03
2.044999999999999929e+01,2.450000000000000178e+00,2.102500000000004921e-01,-1.657142857142903172e-02,-1.184166666666660282e-02,-3.141666666667042307e-03,-4.350000000000815888e-03,8.285714285715276104e-04,-4.971428571428911959e-03,-1.532857142857148476e-02
2.105000000000000071e+01,2.450000000000000178e+00,1.532166666666669175e-01,-2.682500000000024795e-02,-4.893749999999030820e-03,-5.800000000000186083e-03,3.624999999999841457e-03,2.416666666661034522e-04,-5.799999999998917133e-03,-1.139285714285723575e-02
2.144999999999999929e+01,2.450000000000000178e+00,1.213166666666672527e-01,-1.574285714285674279e-02,-4.060000000000130345e-03,-1.691666666666276743e-03,1.268749999999929656e-03,-3.383333333333737869e-03,-9.243750000000217071e-03,-1.069374999999972431e-02
2.205000000000000071e+01,2.450000000000000178e+00,9.473333333333311401e-02,-2.444285714285727301e-02,-2.174999999999963855e-03,1.691666666666572947e-03,-5.558333333333702157e-03,-1.864285714285683366e-03,-7.871428571428243023e-03,-9.279999999999687804e-03
2.244999999999999929e+01,2.450000000000000178e+00,5.171666666666604323e-02,-1.667499999999992252e-02,-1.691666666667164922e-03,-6.214285714286457620e-04,-2.485714285714075208e-03,-3.141666666666450333e-03,-5.618750000000005684e-03,-1.063333333333341992e-02
2.305000000000000071e+01,2.450000000000000178e+00,3.740999999999949921e-02,-2.247499999999957865e-02,-4.350000000000520117e-03,5.075000000000311033e-03,7.249999999997905906e-04,2.416666666663994936e-04,-6.766666666667179968e-03,-1.035714285714257367e-02
2.344999999999999929e+01,2.450000000000000178e+00,1.429285714285682095e-02,-1.947142857142836192e-02,-1.691666666666868934e-03,-1.864285714285937286e-03,1.421085471520200451e-15,-2.319999999999566766e-03,-4.639999999999843902e-03,-1.478999999999999239e-02
2.405000000000000071e+01,2.450000000000000178e+00,-1.325714285714241214e-02,-1.797999999999895168e-02,-4.142857142856369752e-03,2.174999999999963855e-03,-3.141666666666450333e-03,5.256249999999518252e-03,-4.142857142857384566e-03,-8.458333333333753132e-03
2.444999999999999929e+01,2.450000000000000178e+00,-2.195714285714269257e-02,-2.465000000000041117e-02,2.278571428570939656e-03,3.866666666665944611e-03,-3.770000000001161311e-03,-1.812499999997996269e-04,-1.450000000000883959e-03,-9.908333333333926504e-03
2.505000000000000071e+01,2.450000000000000178e+00,-2.696999999999931744e-02,-2.030000000000005758e-02,2.610000000000312157e-03,6.214285714286457620e-04,-8.078571428570871168e-03,1.657142857142801518e-03,2.071428571433894447e-04,-1.160000000000049880e-02
2.544999999999999929e+01,2.450000000000000178e+00,-3.673333333333328454e-02,-1.933333333333298043e-02,-7.250000000003827818e-04,-1.993749999999350209e-03,-3.866666666666240815e-03,6.766666666666291789e-03,9.666666666670783439e-04,-7.612500000000022027e-03
2.605000000000000071e+01,2.450000000000000178e+00,-4.930000000000034355e-02,-1.866875000000001172e-02,-1.242857142857037604e-03,-8.699999999997487955e-04,-4.142857142852562902e-04,2.692857142857464896e-03,2.071428571426281451e-04,-5.558333333333997928e-03
2.644999999999999929e+01,2.450000000000000178e+00,-5.510000000000024600e-02,-2.301875000000008775e-02,2.899999999999991560e-03,2.175000000000260059e-03,-3.443750000000189715e-03,3.624999999987110755e-04,2.416666666666955621e-04,-7.871428571428243023e-03
2.049999999999999822e+00,3.049999999999999822e+00,-1.855999999999937561e-02,-2.071428571431356872e-04,2.416666666666955621e-04,-2.609999999999956972e-03,-4.142857142862713745e-04,-4.893750000000585132e-03,-2.247499999999883966e-02,-2.407000000000003581e-02
2.450000000000000178e+00,3.049999999999999822e+00,-2.713571428571448507e-02,-6.706250000000579803e-03,-2.900000000000346745e-03,1.933333333333268509e-03,2.071428571428819026e-04,-4.108333333333528785e-03,-2.340714285714362575e-02,-1.788333333333310196e-02
3.049999999999999822e+00,3.049999999999999822e+00,-2.005833333333336202e-02,-5.178571428572301648e-03,6.380000000000052296e-03,1.449999999998989207e-03,-4.764285714285776407e-03,-5.799999999999805311e-03,-1.866874999999934559e-02,5.800000000000186083e-03
3.450000000000000178e+00,3.049999999999999822e+00,-2.899999999999991473e-02,-6.007142857143067498e-03,-8.699999999999517147e-03,7.491666666666081838e-03,-5.316666666666709958e-03,2.278571428571954903e-03,-2.195714285714243583e-02,9.114285714285534981e-03
4.049999999999999822e+00,3.049999999999999822e+00,-2.858571428571415191e-02,-3.081250000000146372e-03,-7.250000000000866862e-04,2.692857142857718600e-03,5.219999999999913945e-03,2.485714285714075208e-03,-2.193124999999951363e-02,2.513333333333337902e-02
4.450000000000000178e+00,3.049999999999999822e+00,-3.608888888888925339e-02,-3.935714285714756420e-03,1.864285714286444693e-03,-1.657142857143309141e-03,-2.030000000000242548e-03,-3.625000000000655476e-03,-1.947142857142810865e-02,3.504166666666700541e-02
5.049999999999999822e+00,3.049999999999999822e+00,-3.860624999999995310e-02,-3.190000000000026148e-03,-1.035714285713902052e-03,2.899999999999839338e-03,-2.416666666666955621e-04,-1.159999999999961062e-02,-2.150833333333294559e-02,6.162500000000056127e-02
5.450000000000000178e+00,3.049999999999999822e+00,-2.485714285714329258e-02,-5.618749999999783640e-03,3.624999999999545253e-03,-1.242857142857545227e-03,-4.764285714285014864e-03,2.658333333333354979e-03,-1.933333333333327533e-02,8.990000000000009095e-02
6.049999999999999822e+00,3.049999999999999822e+00,-4.180833333333389135e-02,-5.592857142856796394e-03,-2.899999999999902656e-03,1.063333333333282837e-02,-2.174999999999963855e-03,1.450000000000883959e-03,-1.860833333333378192e-02,1.282214285714286806e-01
6.450000000000000178e+00,3.049999999999999822e+00,-2.713571428571448507e-02,-3.935714285714756420e-03,2.900000000000093042e-03,5.385714285714168249e-03,-6.421428571428323788e-03,-1.691666666666276743e-03,-2.193124999999973568e-02,1.631250000000002698e-01
7.049999999999999822e+00,3.049999999999999822e+00,-1.827000000000005356e-02,-4.060000000000130345e-03,-2.278571428571193359e-03,9.279999999999687804e-03,-8.492857142856889002e-03,-2.174999999999815969e-03,-1.719285714285665942e-02,2.216083333333334904e-01
