4.049999999999999822e+00,2.049999999999999822e+00,-4.325833333333332226e-02,1.691666666666572947e-03,-8.700000000001039801e-04,-1.160000000000316377e-03,3.624999999999989342e-03,-1.242857142857418376e-03,-2.987000000000001806e-02,1.993749999999350209e-03
4.450000000000000178e+00,2.049999999999999822e+00,-4.557142857142869319e-02,-6.214285714286457620e-04,4.833333333335391719e-04,-4.349999999999886076e-03,7.249999999999756639e-04,-8.078571428571759347e-03,-3.335000000000043485e-02,2.485714285714329258e-02
5.049999999999999822e+00,2.049999999999999822e+00,-6.400714285714302620e-02,4.168750000000165379e-03,-3.314285714285730104e-03,-4.349999999999927709e-03,1.450000000000173372e-03,1.208333333333329708e-03,-2.585833333333346570e-02,3.915000000000024016e-02
5.450000000000000178e+00,2.049999999999999822e+00,-7.374285714285708226e-02,1.035714285714409459e-03,4.833333333333911241e-04,-2.175000000000149036e-03,5.316666666666709958e-03,-2.900000000000346962e-04,-2.972500000000000142e-02,5.268333333333341528e-02
6.049999999999999822e+00,2.049999999999999822e+00,-5.195833333333310655e-02,7.249999999996425970e-04,2.537652627714643380e-16,6.283333333333270161e-03,-5.799999999999953630e-03,1.450000000000427076e-03,-2.609999999999986289e-02,8.174375000000000391e-02
6.450000000000000178e+00,2.049999999999999822e+00,-7.063571428571410737e-02,-4.350000000000012711e-03,-9.666666666667822483e-04,4.349999999999927709e-03,7.249999999999386926e-04,-8.078571428571252808e-03,-2.996666666666684617e-02,9.062500000000017764e-02
7.049999999999999822e+00,2.049999999999999822e+00,-8.803571428571441149e-02,-2.278571428571447063e-03,5.800000000000249401e-03,2.174999999999815969e-03,-3.521428571428484883e-03,4.764285714285649773e-03,-2.628124999999981171e-02,1.236642857142855323e-01
7.450000000000000178e+00,2.049999999999999822e+00,-9.086666666666672054e-02,-5.799999999999916334e-03,1.993750000000127365e-03,3.866666666666610745e-03,-2.320000000000099760e-03,-2.658333333333354979e-03,-2.651428571428584083e-02,1.367142857142860657e-01
8.050000000000000711e+00,2.049999999999999822e+00,-9.735714285714289207e-02,-4.639999999999843902e-03,1.035714285714155755e-03,-2.485714285714583048e-03,-3.866666666666832789e-03,3.624999999999323208e-04,-2.609999999999982126e-02,1.633666666666663547e-01
8.449999999999999289e+00,2.049999999999999822e+00,-1.012099999999996613e-01,-8.078571428571379442e-03,1.242857142856910752e-03,-5.618749999999839151e-03,-7.249999999997905906e-04,-3.624999999999767297e-03,-2.126666666666654493e-02,1.614333333333334008e-01
9.050000000000000711e+00,2.049999999999999822e+00,-1.046416666666665218e-01,-2.900000000000346745e-03,-7.250000000000866862e-04,-1.933333333333194350e-03,-5.178571428571413469e-03,-4.833333333333171382e-03,-2.775714285714287605e-02,1.742071428571423664e-01
