6.049999999999999822e+00,2.049999999999999822e+00,-7.146428571428538323e-02,-5.727500000000004116e-02,-4.325833333333347491e-02,-2.706666666666871987e-02,-3.649166666666658898e-02,-3.003571428571407201e-02,-1.010166666666651308e-01,1.280833333333314672e-01
6.450000000000000178e+00,2.049999999999999822e+00,-8.029375000000005258e-02,-6.452500000000060965e-02,-4.122142857142867961e-02,-2.628124999999936762e-02,-4.233999999999937813e-02,-3.069166666666707857e-02,-9.773000000000067744e-02,1.853583333333338745e-01
7.049999999999999822e+00,2.049999999999999822e+00,-7.229285714285792197e-02,-6.462857142857103554e-02,-3.293571428571441528e-02,-2.561666666666677014e-02,-3.479999999999908861e-02,-2.537500000000036948e-02,-9.777142857142859245e-02,2.672833333333327066e-01
7.450000000000000178e+00,2.049999999999999822e+00,-6.814999999999986346e-02,-6.355833333333353596e-02,-4.005625000000057057e-02,-2.982857142857093385e-02,-3.649166666666717879e-02,-2.577777777777809712e-02,-9.685999999999950205e-02,3.196214285714284453e-01
8.050000000000000711e+00,2.049999999999999822e+00,-7.370833333333355608e-02,-6.234999999999946141e-02,-4.039285714285766049e-02,-2.150833333333324049e-02,-3.069166666666589549e-02,-2.271666666666819975e-02,-8.757999999999981078e-02,4.192916666666661740e-01
8.449999999999999289e+00,2.049999999999999822e+00,-6.621666666666629897e-02,-5.818124999999874092e-02,-3.769999999999994189e-02,-3.044999999999973422e-02,-2.996666666666847334e-02,-2.837857142857152376e-02,-8.293999999999854267e-02,4.756000000000000227e-01
9.050000000000000711e+00,2.049999999999999822e+00,-5.606666666666745152e-02,-6.607857142856994603e-02,-3.600833333333378766e-02,-1.905714285714361217e-02,-3.024285714285771323e-02,-2.175000000000295447e-02,-8.368571428571414117e-02,5.640499999999999403e-01
9.449999999999999289e+00,2.049999999999999822e+00,-5.277999999999920255e-02,-6.724375000000026859e-02,-3.214166666666665867e-02,-3.020833333333250437e-02,-2.775714285714312932e-02,-2.291000000000096432e-02,-8.120000000000038298e-02,6.176999999999999158e-01
1.005000000000000071e+01,2.049999999999999822e+00,-4.688333333333360997e-02,-6.669999999999864926e-02,-3.451000000000022105e-02,-1.788333333333310196e-02,-3.625000000000052486e-02,-2.092142857142929510e-02,-8.168333333333362145e-02,6.572642857142854123e-01
1.044999999999999929e+01,2.049999999999999822e+00,-3.794166666666617255e-02,-6.561249999999940741e-02,-3.189999999999874186e-02,-1.843571428571420465e-02,-3.081249999999968736e-02,-2.879285714285830314e-02,-7.999166666666586434e-02,6.837785714285706806e-01
1.105000000000000071e+01,2.049999999999999822e+00,-1.449999999999581181e-03,-6.628571428571460034e-02,-3.407499999999830109e-02,-1.802142857142894836e-02,-3.020833333333368745e-02,-2.299285714285659310e-02,-7.726428571428607672e-02,6.852285714285721863e-01
1.144999999999999929e+01,2.049999999999999822e+00,2.929000000000030537e-02,-7.022142857143011396e-02,-3.987500000000091666e-02,-2.005833333333247384e-02,-2.585833333333316733e-02,-2.506428571428541072e-02,-8.458333333333219184e-02,6.659642857142868966e-01
1.205000000000000071e+01,2.049999999999999822e+00,6.645833333333388271e-02,-7.540000000000013358e-02,-2.990624999999935696e-02,-2.319999999999993248e-02,-3.190000000000159375e-02,-2.485714285714278257e-02,-8.319375000000039933e-02,6.129357142857136953e-01
