2.049999999999999822e+00,2.049999999999999822e+00,8.603333333333296196e-02,-6.835714285713326809e-03,3.262500000000834177e-03,-1.864285714285937286e-03,3.521428571427723773e-03,-3.383333333333145895e-03,-2.755000000000050117e-02,9.052142857142797538e-02
2.450000000000000178e+00,2.049999999999999822e+00,7.491666666666674246e-03,-2.416666666666363646e-03,-3.935714285714502284e-03,-3.383333333332553487e-03,-3.521428571428231180e-03,-7.250000000003827818e-04,-2.344166666666562190e-02,1.812500000000127898e-02
3.049999999999999822e+00,2.049999999999999822e+00,3.314285714285856738e-03,-1.242857142856783901e-03,1.160000000000138785e-03,-2.899999999999839338e-03,-6.214285714288994653e-04,-8.700000000001040235e-03,-3.169285714285662026e-02,4.736666666666759090e-02
3.450000000000000178e+00,2.049999999999999822e+00,2.223333333333273390e-02,1.450000000000173372e-03,4.142857142857638052e-04,-1.035714285715170786e-03,-7.250000000003827818e-04,-3.987500000000032685e-03,-2.440833333333299396e-02,8.637857142857185977e-02
4.049999999999999822e+00,2.049999999999999822e+00,8.907142857142906836e-03,6.380000000000762665e-03,-5.075305255429286760e-16,6.283333333333886855e-03,-3.521428571427723773e-03,-8.699999999999855418e-03,-2.547857142857219009e-02,1.097857142857131957e-01
4.450000000000000178e+00,2.049999999999999822e+00,2.087999999999858719e-02,3.624999999991551647e-04,4.142857142857637835e-03,3.314285714286110442e-03,4.349999999999927709e-03,-6.887499999999491251e-03,-2.682499999999876650e-02,1.396833333333340477e-01
5.049999999999999822e+00,2.049999999999999822e+00,2.651428571428558409e-02,-8.216666666667649110e-03,1.242857142856783901e-03,5.799999999999627502e-03,4.833333333334503649e-03,-1.159999999999884908e-02,-2.247499999999913456e-02,2.047400000000010323e-01
5.450000000000000178e+00,2.049999999999999822e+00,3.770000000000130885e-02,-7.491666666666674246e-03,1.087499999999685940e-03,-4.142857142858399379e-03,3.107142857141959643e-03,-6.380000000000052296e-03,-2.174999999999845460e-02,2.450500000000008782e-01
6.049999999999999822e+00,2.049999999999999822e+00,4.018571428571426907e-02,-2.658333333332171030e-03,-5.437499999998429701e-04,1.449999999999951328e-03,6.214285714286457186e-03,-4.971428571428658690e-03,-2.319999999999871471e-02,2.829916666666676406e-01
6.450000000000000178e+00,2.049999999999999822e+00,3.132000000000054879e-02,-5.509999999998882111e-03,4.108333333334120326e-03,-8.699999999999930012e-03,7.250000000015669474e-04,-7.250000000003827818e-04,-2.092142857142878856e-02,3.301857142857141936e-01
7.049999999999999822e+00,2.049999999999999822e+00,4.598571428571369274e-02,4.059999999999774727e-03,-9.666666666655979743e-04,1.691666666666276743e-03,-3.383333333333145895e-03,-2.899999999999636376e-03,-2.320000000000040433e-02,4.168749999999987743e-01
7.450000000000000178e+00,2.049999999999999822e+00,4.253333333333338823e-02,-1.449999999999818188e-03,4.833333333345753440e-04,-8.700000000004592731e-04,-1.933333333332380331e-03,-9.735714285712657873e-03,-2.352222222222266623e-02,4.729071428571428037e-01
8.050000000000000711e+00,2.049999999999999822e+00,7.032499999999952678e-02,-7.793749999999821654e-03,5.981249999999604938e-03,-5.437499999993988808e-04,-3.190000000002868492e-03,-1.015000000000002879e-02,-2.257857142857133681e-02,5.493083333333318441e-01
8.449999999999999289e+00,2.049999999999999822e+00,6.500833333333340402e-02,-7.249999999998583099e-03,-3.383333333333145895e-03,8.699999999997487955e-04,2.416666666658073837e-04,-1.450000000000617462e-03,-2.084375000000093792e-02,5.746833333333339899e-01
9.050000000000000711e+00,2.049999999999999822e+00,9.352499999999903946e-02,-1.256666666666520805e-02,4.350000000000265980e-03,-4.557142857143402399e-03,-4.557142857142386719e-03,-4.440892098500626162e-16,-2.402857142857226999e-02,6.387250000000014305e-01
